,id,title,release_date,vote_average,vote_count,popularity
825,9552,The Exorcist,1973-12-26,7.7,7007,55.193
826,48831,My Night at Maud's,1969-06-04,7.7,240,11.625
827,22137,The Kingdom,1994-11-23,7.7,217,10.392
828,13002,Barbie in The 12 Dancing Princesses,2006-09-19,7.7,970,35.033
829,205,Hotel Rwanda,2004-03-04,7.7,2538,13.221
830,162,Edward Scissorhands,1990-12-05,7.7,11808,50.311
831,993,Sleuth,1972-12-10,7.7,525,9.508
832,221732,Rurouni Kenshin Part III: The Legend Ends,2014-09-13,7.7,402,16.953
833,309,The Celebration,1998-06-19,7.7,889,15.39
834,537116,"tick, tick... BOOM!",2021-11-11,7.7,1758,16.796
835,20139,The Children's Hour,1961-12-19,7.7,289,6.955
836,211954,Instructions Not Included,2013-07-20,7.7,787,14.586
837,5528,The Chorus,2004-03-17,7.7,2164,12.847
838,4495,The Spirit of the Beehive,1973-10-08,7.7,293,8.752
839,499,Cléo from 5 to 7,1962-04-11,7.7,547,13.373
840,1027014,Entergalactic,2022-09-28,7.7,246,15.618
841,877703,Teen Wolf: The Movie,2023-01-18,7.7,628,82.089
842,575452,The Traitor,2019-05-23,7.7,1216,11.738
843,446159,Bacurau,2019-08-29,7.7,953,11.615
844,414906,The Batman,2022-03-01,7.7,8052,173.591
845,96721,Rush,2013-09-02,7.7,6439,23.337
846,20123,Time of the Gypsies,1988-12-21,7.7,313,11.148
847,13151,Scooby-Doo on Zombie Island,1998-09-23,7.7,644,17.988
848,288,High Noon,1952-06-09,7.7,1235,17.824
849,28145,"They Shoot Horses, Don't They?",1969-12-10,7.7,264,9.132
850,24428,The Avengers,2012-04-25,7.7,28695,101.5
851,28276,Good Morning,1959-05-12,7.7,212,10.17
852,13929,Geri's Game,1997-11-24,7.7,1026,7.938
853,730840,Trollhunters: Rise of the Titans,2021-07-21,7.7,279,30.57
854,167581,Free Fall,2013-05-27,7.7,718,10.01
855,845,Strangers on a Train,1951-06-27,7.7,1420,17.555
856,297222,PK,2014-12-18,7.7,848,11.006
857,15121,The Sound of Music,1965-03-29,7.7,2902,21.22
858,30959,Kwaidan,1964-12-29,7.7,315,11.254
859,242582,Nightcrawler,2014-10-23,7.7,9816,37.599
860,137182,The Broken Circle Breakdown,2012-10-09,7.7,959,9.305
861,14811,Fiddler on the Roof,1971-11-03,7.7,480,17.087
862,9806,The Incredibles,2004-10-27,7.7,16278,64.912
863,626872,Emergency Declaration,2022-08-03,7.7,240,87.316
864,453191,The Big Bad Fox and Other Tales,2017-06-21,7.7,250,11.539
865,444705,Dave Chappelle: The Age of Spin,2017-03-21,7.7,215,6.513
866,439058,Hey Arnold! The Jungle Movie,2017-11-23,7.7,202,12.58
867,76600,Avatar: The Way of Water,2022-12-14,7.7,8432,1175.618
868,8416,The Conformist,1971-01-29,7.7,557,9.023
869,767,Harry Potter and the Half-Blood Prince,2009-07-07,7.7,17736,108.676
870,19026,Azur & Asmar: The Princes' Quest,2006-05-21,7.7,518,10.861
871,8016,"Germany, Year Zero",1948-12-01,7.7,309,21.215
872,272,Batman Begins,2005-06-10,7.7,19107,40.107
873,15794,White Heat,1949-09-02,7.7,401,9.95
874,581577,Persian Lessons,2020-04-17,7.7,312,13.289
875,9023,Spirit: Stallion of the Cimarron,2002-05-24,7.7,4149,50.911
876,4808,Charade,1963-12-05,7.7,1181,15.776
877,1040,The Leopard,1963-03-28,7.7,683,10.515
878,24657,The Sacrifice,1986-05-09,7.7,445,12.824
879,3763,Onibaba,1964-11-21,7.7,319,12.061
880,688,The Bridges of Madison County,1995-05-28,7.7,1870,21.837
881,108,Three Colors: Blue,1993-08-01,7.7,1440,17.654
882,795514,The Fallout,2021-03-17,7.7,801,74.133
883,83666,Moonrise Kingdom,2012-05-16,7.7,5328,14.889
884,371645,Hunt for the Wilderpeople,2016-03-31,7.7,1800,12.547
885,342470,All the Bright Places,2020-02-28,7.7,2634,24.631
886,11299,Cowboy Bebop: The Movie,2001-09-01,7.7,733,17.819
887,675,Harry Potter and the Order of the Phoenix,2007-06-28,7.7,17791,101.382
888,587272,Father There Is Only One,2019-08-02,7.7,654,29.496
889,5910,Fireworks,1997-10-30,7.7,564,9.62
890,527776,Overcomer,2019-08-22,7.7,221,49.182
891,1633,Fried Green Tomatoes,1991-12-27,7.7,1167,18.944
892,261,Cat on a Hot Tin Roof,1958-08-29,7.7,652,10.557
893,247,The Killing,1956-06-06,7.7,1282,13.782
894,128246,A Werewolf Boy,2012-10-31,7.7,232,14.442
895,11787,Harvey,1950-12-04,7.7,520,8.521
896,522627,The Gentlemen,2020-01-01,7.7,4894,29.596
897,11898,Kind Hearts and Coronets,1949-06-21,7.7,450,9.233
898,10633,In the Heat of the Night,1967-08-02,7.7,882,19.501
899,995,Stagecoach,1939-03-03,7.7,949,14.597
900,164,Breakfast at Tiffany's,1961-10-06,7.7,3810,19.917
901,25858,Drunken Angel,1948-04-27,7.7,216,8.973
902,22881,The Blind Side,2009-11-20,7.7,5670,41.329
903,14580,The Big Heat,1953-10-14,7.7,418,7.955
904,11482,The Tenant,1976-05-26,7.7,965,9.044
905,399566,Godzilla vs. Kong,2021-03-24,7.7,8864,88.523
906,567410,System Crasher,2019-09-19,7.7,267,7.071
907,12516,Dreams,1990-05-11,7.7,376,10.755
908,238628,Tangerines,2013-10-16,7.7,437,7.141
909,49992,Lucky and Zorba,1998-12-22,7.7,574,6.043
910,13187,A Charlie Brown Christmas,1965-12-09,7.7,567,8.852
911,11474,The Warriors,1979-02-09,7.7,1860,19.749
912,1075,"Black Cat, White Cat",1998-06-01,7.7,641,10.274
913,68,Brazil,1985-02-20,7.7,2939,17.665
914,369299,Don't Blame the Kid,2016-05-13,7.7,569,27.567
915,4497,Viridiana,1961-05-17,7.7,446,8.563
916,2433,The Young Girls of Rochefort,1967-03-08,7.7,501,9.394
917,1904,Memoirs of a Geisha,2005-12-06,7.7,2707,18.282
918,1587,What's Eating Gilbert Grape,1993-12-17,7.7,3519,25.248
919,589739,Hair Love,2019-08-14,7.7,416,4.406
920,1632,Mississippi Burning,1988-12-08,7.7,1423,11.964
921,637649,Wrath of Man,2021-04-22,7.7,4444,66.941
922,4480,Jean de Florette,1986-08-27,7.7,475,9.71
923,51608,The Man from Nowhere,2010-08-04,7.7,1124,20.378
924,891,All the President's Men,1976-01-18,7.7,1562,14.347
925,773,Little Miss Sunshine,2006-07-26,7.7,6337,14.702
926,286217,The Martian,2015-09-30,7.7,18190,40.296
927,100402,Captain America: The Winter Soldier,2014-03-20,7.7,17361,29.497
928,401698,Hidden Kisses,2016-02-04,7.7,256,9.439
929,16306,Fantastic Planet,1973-12-01,7.7,788,13.957
930,265169,Winter Sleep,2014-06-13,7.7,470,13.121
931,110160,Laurence Anyways,2012-05-18,7.7,783,10.787
932,899405,Anonymously Yours,2021-12-10,7.7,325,21.336
933,82702,How to Train Your Dragon 2,2014-06-05,7.7,8755,57.25
934,51822,Love Hurts,2002-11-08,7.7,238,10.081
935,702,A Streetcar Named Desire,1951-09-18,7.7,1197,14.549
936,44214,Black Swan,2010-12-03,7.7,13288,29.372
937,23832,For Love and Gold,1966-04-07,7.7,310,8.11
938,629542,The Bad Guys,2022-03-17,7.7,1528,82.238
939,426426,Roma,2018-08-25,7.7,3639,10.858
940,2493,The Princess Bride,1987-09-25,7.7,4070,17.173
941,2204,Alice in the Cities,1974-05-17,7.7,240,8.624
942,976,Sweet Smell of Success,1957-07-04,7.7,393,8.918
943,8832,Il Divo,2008-05-28,7.7,1022,8.519
944,12548,I Vitelloni,1953-09-17,7.7,600,12.938
945,3309,Mildred Pierce,1945-10-20,7.7,331,8.626
946,981,The Philadelphia Story,1940-12-05,7.7,740,10.441
947,580175,Another Round,2020-09-24,7.7,2639,15.147
948,431693,Spies in Disguise,2019-12-04,7.7,2493,23.539
949,11972,Don Camillo,1952-03-28,7.7,249,6.593
950,11362,The Count of Monte Cristo,2002-01-23,7.7,1553,25.275
951,8358,Cast Away,2000-12-22,7.7,10293,30.606
952,1939,Laura,1944-10-11,7.7,682,9.532
953,471707,Corpus Christi,2019-09-10,7.7,462,32.982
954,25188,The Last Picture Show,1971-10-03,7.7,565,14.368
955,15251,Eddie Murphy: Delirious,1983-10-15,7.7,282,5.727
956,99,All About My Mother,1999-04-16,7.7,1641,12.613
957,336808,Embrace of the Serpent,2015-05-25,7.7,410,8.887
958,50531,Ask Me If I Am Happy,2000-12-15,7.7,1560,6.61
959,37247,The Graduate,1967-12-21,7.7,2936,18.29
960,320007,Victoria,2015-06-11,7.7,1084,9.509
961,28580,The Lost Weekend,1945-11-29,7.7,497,20.88
962,22292,The Ghost and Mrs. Muir,1947-05-25,7.7,253,9.011
963,4235,The Sicilian Clan,1969-12-05,7.7,278,10.798
964,876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022-11-25,7.7,229,187.391
965,810171,The Valet,2022-05-11,7.7,442,35.761
966,12219,12 Angry Men,1997-08-17,7.7,262,11.797
967,10835,The Killer,1989-07-06,7.7,642,12.067
968,4347,Atonement,2007-09-07,7.7,3736,18.286
969,592807,Papicha,2019-09-21,7.7,229,6.515
970,466282,To All the Boys I've Loved Before,2018-08-16,7.7,7955,39.844
971,14813,Mickey's Christmas Carol,1983-10-19,7.7,782,13.176
972,12501,The Big Country,1958-09-30,7.7,287,14.065
973,227932,My Mom Is a Character 2,2016-12-22,7.7,471,5.801
974,578,Jaws,1975-06-20,7.7,9222,38.855
975,26371,Maurice,1987-08-21,7.7,440,8.867
976,25768,"Steamboat Bill, Jr.",1928-05-09,7.7,280,7.845
977,1592,Primal Fear,1996-03-06,7.7,2931,29.612
978,676701,"Tad, the Lost Explorer and the Emerald Tablet",2022-08-24,7.6,248,78.316
979,366170,Yu-Gi-Oh!: The Dark Side of Dimensions,2016-04-23,7.6,388,26.514
980,338729,The Beauty Inside,2015-08-20,7.6,228,10.126
981,221731,Rurouni Kenshin Part II: Kyoto Inferno,2014-08-01,7.6,492,20.193
982,513434,One Cut of the Dead,2017-11-04,7.6,643,10.672
983,234567,Get a Horse!,2013-11-27,7.6,221,7.431
984,158,Knockin' on Heaven's Door,1997-02-20,7.6,427,13.432
985,13696,Angels with Dirty Faces,1938-11-26,7.6,267,8.705
986,871,Planet of the Apes,1968-02-07,7.6,2971,30.672
987,596054,Heroic Losers,2019-08-15,7.6,499,7.918
988,17058,Scarlet Street,1945-12-25,7.6,305,8.322
989,15137,Evangelion: 1.0 You Are (Not) Alone,2007-09-01,7.6,794,26.873
990,910,The Big Sleep,1946-08-23,7.6,881,15.94
991,177945,"Like Father, Like Son",2013-09-28,7.6,578,11.574
992,144288,Berserk: The Golden Age Arc III - The Advent,2013-02-01,7.6,301,21.163
993,812,Aladdin,1992-11-25,7.6,10340,64.697
994,218,The Terminator,1984-10-26,7.6,11538,50.698
995,672322,Rurouni Kenshin: The Beginning,2021-06-04,7.6,355,43.669
996,534780,Andhadhun,2018-10-05,7.6,410,12.624
997,643,Battleship Potemkin,1925-12-24,7.6,1008,13.861
998,576,The Wild Bunch,1969-06-17,7.6,1022,14.091
999,707886,Feel the Beat,2020-06-19,7.6,1026,17.76
1000,882569,Guy Ritchie's The Covenant,2023-04-19,7.6,493,810.345
1001,30020,Taste of Cherry,1997-09-28,7.6,476,11.475
1002,9343,Fitzcarraldo,1982-03-02,7.6,636,13.628
1003,343,Harold and Maude,1971-12-20,7.6,936,12.89
1004,568124,Encanto,2021-10-13,7.6,8262,178.091
1005,313297,Kubo and the Two Strings,2016-08-18,7.6,3295,28.219
1006,4995,Boogie Nights,1997-10-07,7.6,2769,18.007
1007,678,Out of the Past,1947-11-25,7.6,489,10.542
1008,207703,Kingsman: The Secret Service,2014-12-13,7.6,15382,122.843
1009,14624,The Ultimate Gift,2007-03-09,7.6,371,25.52
1010,1712,Giant,1956-11-08,7.6,589,15.284
1011,19101,A Little Princess,1995-05-10,7.6,866,14.198
1012,8429,Paisan,1946-12-10,7.6,262,6.497
1013,51739,The Secret World of Arrietty,2010-07-16,7.6,2469,27.469
1014,4960,"Synecdoche, New York",2008-10-24,7.6,1228,11.115
1015,1726,Iron Man,2008-04-30,7.6,24431,65.738
1016,1093,Elevator to the Gallows,1958-01-29,7.6,503,9.237
1017,746,The Last Emperor,1987-10-04,7.6,1437,26.339
1018,514439,Breakthrough,2019-04-10,7.6,964,27.843
1019,180299,The Raid 2,2014-03-27,7.6,2080,22.885
1020,624932,Dave Chappelle: Sticks & Stones,2019-08-26,7.6,251,9.466
1021,13980,Sword of the Stranger,2007-09-29,7.6,343,18.084
1022,793,Blue Velvet,1986-01-01,7.6,2880,16.318
1023,530079,Ride Your Wave,2019-06-21,7.6,270,18.056
1024,18329,Happy Together,1997-05-30,7.6,559,12.277
1025,10331,Night of the Living Dead,1968-10-04,7.6,2110,19.752
1026,20108,Au Hasard Balthazar,1966-05-25,7.6,373,9.449
1027,1628,Jules and Jim,1962-01-23,7.6,843,9.18
1028,244,King Kong,1933-03-15,7.6,1268,18.579
1029,614409,To All the Boys: Always and Forever,2021-02-12,7.6,1716,34.143
1030,10637,Remember the Titans,2000-09-29,7.6,2342,21.221
1031,768744,My Hero Academia: World Heroes' Mission,2021-08-06,7.6,415,61.438
1032,585244,I Still Believe,2020-03-12,7.6,1068,16.639
1033,14438,Fireproof,2008-09-26,7.6,625,29.006
1034,212,Arsenic and Old Lace,1944-09-01,7.6,795,9.276
1035,284427,Who Am I,2014-09-25,7.6,1357,17.092
1036,13363,The Man from Earth,2007-06-10,7.6,2076,11.927
1037,12093,Lilya 4-ever,2002-08-23,7.6,466,14.033
1038,55,Amores Perros,2000-06-16,7.6,2268,18.524
1039,599521,Z-O-M-B-I-E-S 2,2020-06-13,7.6,403,17.011
1040,38251,Mediterraneo,1991-01-31,7.6,908,9.001
1041,31216,I Can't Think Straight,2008-06-01,7.6,275,15.888
1042,17835,Threads,1984-09-23,7.6,234,11.052
1043,13466,October Sky,1999-02-19,7.6,1071,11.446
1044,612706,Work It,2020-08-07,7.6,1072,15.348
1045,398978,The Irishman,2019-11-01,7.6,6046,22.753
1046,283995,Guardians of the Galaxy Vol. 2,2017-04-19,7.6,19883,203.426
1047,644089,Blue Bayou,2021-09-10,7.6,217,12.611
1048,13830,Shottas,2002-02-27,7.6,274,18.258
1049,11657,Le Cercle Rouge,1970-10-19,7.6,535,21.422
1050,225745,Steins;Gate: The Movie - Load Region of Déjà Vu,2013-04-20,7.6,277,16.322
1051,517093,Balkan Line,2019-03-21,7.6,270,16.368
1052,13386,I'm Starting from Three,1981-03-05,7.6,619,4.807
1053,820,JFK,1991-12-20,7.6,1801,18.119
1054,419430,Get Out,2017-02-24,7.6,15691,35.982
1055,20992,Brother,1997-12-12,7.6,342,9.015
1056,29154,Stand and Deliver,1988-03-11,7.6,287,15.801
1057,10322,Being There,1979-12-19,7.6,832,10.405
1058,722778,The Hand of God,2021-11-24,7.6,1429,12.545
1059,11321,Seven Pounds,2008-12-18,7.6,6249,17.366
1060,9377,Ferris Bueller's Day Off,1986-06-11,7.6,4346,23.284
1061,348678,A Man Called Ove,2015-12-25,7.6,979,16.57
1062,32600,Seven Chances,1925-03-15,7.6,222,7.446
1063,614934,Elvis,2022-06-22,7.6,2618,48.367
1064,459670,Monica and Friends: Bonds,2019-06-27,7.6,259,5.346
1065,309809,The Little Prince,2015-07-29,7.6,2545,23.741
1066,1933,The Others,2001-08-02,7.6,5728,21.496
1067,381289,A Dog's Purpose,2017-01-19,7.6,3007,24.32
1068,54186,Confessions,2010-06-04,7.6,787,10.164
1069,51533,Let the Bullets Fly,2010-12-20,7.6,228,11.789
1070,642,Butch Cassidy and the Sundance Kid,1969-01-15,7.6,1908,19.931
1071,586863,Les Misérables,2019-11-14,7.6,1330,10.574
1072,333339,Ready Player One,2018-03-28,7.6,14111,56.329
1073,9444,Anastasia,1997-11-20,7.6,4863,31.08
1074,364111,The Anthem of the Heart,2015-09-19,7.6,350,19.723
1075,306819,The Danish Girl,2015-11-27,7.6,5430,16.512
1076,489999,Searching,2018-08-24,7.6,3475,16.888
1077,5558,The Phantom of Liberty,1974-09-10,7.6,241,9.647
1078,638,Lost Highway,1997-01-15,7.6,2256,14.382
1079,9693,Children of Men,2006-09-22,7.6,6337,20.425
1080,666243,The Witcher: Nightmare of the Wolf,2021-08-23,7.6,801,21.076
1081,137,Groundhog Day,1993-02-11,7.6,7024,26.069
1082,566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,7.6,8141,100.329
1083,293660,Deadpool,2016-02-09,7.6,28441,86.43
1084,5165,L'Avventura,1960-09-14,7.6,586,8.316
1085,1678,Godzilla,1954-11-03,7.6,765,17.914
1086,1654,The Dirty Dozen,1967-06-15,7.6,1039,17.973
1087,417261,Forever My Girl,2018-01-26,7.6,1092,40.276
1088,4558,Orpheus,1950-09-29,7.6,213,5.517
1089,11969,Tombstone,1993-12-25,7.6,1805,30.591
1090,9289,The Longest Day,1962-09-25,7.6,820,18.396
1091,222935,The Fault in Our Stars,2014-05-16,7.6,10507,29.198
1092,11909,Bullet in the Head,1990-08-17,7.6,223,8.7
1093,4481,Manon of the Spring,1986-11-19,7.6,430,10.541
1094,244267,I Origins,2014-07-18,7.6,2964,14.24
1095,137113,Edge of Tomorrow,2014-05-27,7.6,12546,37.504
1096,8703,Three Wishes for Cinderella,1973-11-16,7.6,286,11.028
1097,3580,Changeling,2008-01-30,7.6,3797,18.393
1098,650,Boyz n the Hood,1991-07-12,7.6,1692,20.723
1099,9912,The World's Fastest Indian,2005-10-12,7.6,607,17.789
1100,819,Sleepers,1996-10-18,7.6,3136,24.599
1101,63,Twelve Monkeys,1995-12-29,7.6,7495,30.076
1102,31417,Eyes Without a Face,1960-01-11,7.6,595,10.873
1103,10754,A Short Film About Killing,1988-03-11,7.6,301,9.192
1104,982,The Manchurian Candidate,1962-10-01,7.6,589,14.131
1105,627725,The Banker,2020-03-06,7.6,727,21.954
1106,284053,Thor: Ragnarok,2017-10-24,7.6,19179,65.991
1107,682507,Where the Crawdads Sing,2022-07-15,7.6,1132,87.431
1108,198375,The Garden of Words,2013-05-31,7.6,1779,24.536
1109,13355,Scooby-Doo! Pirates Ahoy!,2006-09-19,7.6,238,16.013
1110,1879,Guess Who's Coming to Dinner,1967-12-11,7.6,720,14.749
1111,228205,The Longest Ride,2015-04-09,7.6,2904,20.432
1112,728118,"Quo Vadis, Aida?",2021-02-26,7.6,286,12.602
1113,347201,Boruto: Naruto the Movie,2015-08-07,7.6,1283,50.881
1114,64,Talk to Her,2002-03-15,7.6,1124,10.434
1115,860159,Crush,2022-04-29,7.6,333,22.205
1116,38757,Tangled,2010-11-24,7.6,10274,89.992
1117,21575,A Prophet,2009-08-26,7.6,1340,10.795
1118,11159,Secrets & Lies,1996-05-24,7.6,534,11.842
1119,41411,The Round Up,2010-03-10,7.6,927,9.697
1120,675353,Sonic the Hedgehog 2,2022-04-08,7.6,3985,229.84
1121,14784,The Fall,2006-09-09,7.6,1113,13.484
1122,269,Breathless,1960-03-16,7.6,1576,14.079
1123,283587,Beasts of No Nation,2015-09-11,7.6,1570,11.959
1124,21191,Sin Nombre,2009-03-20,7.6,585,16.436
1125,19413,"Ugly, Dirty and Bad",1976-09-23,7.6,262,11.652
1126,71,Billy Elliot,2000-09-28,7.6,3494,19.637
1127,660120,The Worst Person in the World,2021-10-13,7.6,897,27.563
1128,74308,Detachment,2011-04-24,7.6,1335,100.101
1129,863,Toy Story 2,1999-10-30,7.6,12607,74.877
1130,776,The Rules of the Game,1939-07-09,7.6,485,12.446
1131,24653,The Consequences of Love,2004-09-24,7.6,741,5.795
1132,220,East of Eden,1955-04-10,7.6,639,14.203
1133,514754,Bao,2018-06-15,7.6,1052,12.402
1134,8327,The Holy Mountain,1973-11-29,7.6,772,15.228
1135,824,Moulin Rouge!,2001-05-24,7.6,4132,29.25
1136,329865,Arrival,2016-11-10,7.6,16224,56.182
1137,10363,Purple Noon,1960-03-10,7.6,378,10.354
1138,877957,Drifting Home,2022-09-09,7.6,217,20.593
1139,50253,Saint Seiya Heaven Chapter: Overture,2004-02-14,7.6,227,37.01
1140,430,"One, Two, Three",1961-12-15,7.6,316,8.283
1141,870,Dolls,2002-10-12,7.6,270,7.842
1142,829280,Enola Holmes 2,2022-11-04,7.6,2018,57.915
1143,433471,Lou,2017-06-16,7.6,343,6.305
1144,8073,Band of Outsiders,1964-08-05,7.6,485,12.013
1145,16391,Black Narcissus,1947-05-26,7.6,389,10.849
1146,11686,Love and Death,1975-06-10,7.6,758,11.613
1147,11040,Little Big Man,1970-12-14,7.6,529,9.068
1148,4922,The Curious Case of Benjamin Button,2008-12-25,7.6,11616,31.457
1149,4291,Kikujiro,1999-06-05,7.6,411,12.857
1150,1913,The Sea Inside,2004-09-03,7.6,804,8.672
1151,246741,What We Do in the Shadows,2014-06-19,7.6,3149,12.694
1152,17057,In a Lonely Place,1950-05-17,7.6,473,10.275
1153,630,The Wizard of Oz,1939-08-15,7.6,4976,47.961
1154,436969,The Suicide Squad,2021-07-28,7.6,7367,94.977
1155,76341,Mad Max: Fury Road,2015-05-13,7.6,20585,64.241
1156,51857,Cría cuervos…,1976-01-26,7.6,203,7.712
1157,4982,American Gangster,2007-11-02,7.6,4809,24.342
1158,118406,Road to Ninja: Naruto the Movie,2012-07-28,7.6,883,42.314
1159,3767,Gilda,1946-04-25,7.6,486,9.264
1160,1544,Imagine Me & You,2005-02-01,7.6,889,16.921
1161,483184,Dogman,2018-05-17,7.6,2019,12.006
1162,1541,Thelma & Louise,1991-05-24,7.6,2946,23.157
1163,42801,"Yesterday, Today and Tomorrow",1963-12-21,7.6,364,10.779
1164,4951,10 Things I Hate About You,1999-03-30,7.6,7191,31.168
1165,17431,Moon,2009-06-12,7.6,5113,18.175
1166,57158,The Hobbit: The Desolation of Smaug,2013-12-11,7.6,12023,47.851
1167,19995,Avatar,2009-12-15,7.6,29200,234.681
1168,11171,Mysterious Skin,2005-03-30,7.6,843,10.915
1169,264660,Ex Machina,2015-01-21,7.6,12134,30.637
1170,15917,Devdas,2002-07-11,7.6,288,8.627
1171,11854,Kuch Kuch Hota Hai,1998-10-16,7.6,334,8.995
1172,9394,They Call Me Trinity,1970-12-22,7.6,1152,11.877
1173,379019,My Blind Date with Life,2017-01-26,7.6,258,11.191
1174,616,The Last Samurai,2003-12-05,7.6,6148,27.936
1175,481848,The Call of the Wild,2020-02-19,7.6,3279,37.088
1176,64690,Drive,2011-09-15,7.6,11415,41.722
1177,10950,I Am Sam,2001-12-28,7.6,2049,14.809
1178,13354,"Chill Out, Scooby-Doo!",2007-08-31,7.6,242,9.655
1179,71859,We Need to Talk About Kevin,2011-09-28,7.6,2506,19.263
1180,43376,Diary of a Country Priest,1951-02-07,7.6,215,6.494
1181,2487,Lady Snowblood,1973-12-01,7.6,300,13.911
1182,948,Halloween,1978-10-24,7.6,4832,40.134
1183,433,Mary Poppins,1964-12-17,7.6,4249,23.149
1184,72213,Courageous,2011-09-30,7.6,305,24.166
1185,507569,The Seven Deadly Sins: Prisoners of the Sky,2018-08-18,7.6,930,7.029
1186,277834,Moana,2016-10-13,7.6,11242,16.694
1187,127533,Rurouni Kenshin Part I: Origins,2012-08-25,7.6,687,23.702
1188,43650,The Legend of Sleepy Hollow,1949-10-08,7.6,248,5.794
1189,338,"Good Bye, Lenin!",2003-02-13,7.6,2150,15.311
1190,229,The Bride of Frankenstein,1935-04-20,7.6,805,17.093
1191,484468,The Wolf's Call,2019-02-20,7.6,1759,15.001
1192,375572,Italian Race,2016-04-07,7.6,907,9.729
1193,216156,Still Life,2013-11-28,7.6,314,8.457
1194,7214,Coach Carter,2005-01-14,7.6,2524,24.861
1195,765,Evil Dead II,1987-03-13,7.6,2681,36.994
1196,221,Rebel Without a Cause,1955-10-29,7.6,1409,17.267
1197,456929,Champions,2018-04-06,7.6,673,13.029
1198,10778,The Man Who Wasn't There,2001-10-26,7.6,1372,12.085
1199,2649,The Game,1997-09-12,7.6,5802,28.311
1200,451915,Beautiful Boy,2018-10-12,7.6,2160,16.704
1201,5708,Control,2007-10-05,7.6,739,8.262
1202,821881,The Swimmers,2022-11-24,7.6,384,15.583
1203,550988,Free Guy,2021-08-11,7.6,7245,86.515
1204,111083,The Body,2012-12-21,7.6,1116,11.273
1205,47909,Poetry,2010-05-13,7.6,262,9.314
1206,38234,Undisputed III: Redemption,2010-05-22,7.6,762,55.884
1207,16219,Gladiator,1992-03-06,7.6,273,19.179
1208,12102,Kramer vs. Kramer,1979-12-07,7.6,1958,14.963
1209,900,Bringing Up Baby,1938-02-18,7.6,843,12.544
1210,200481,The Blue Umbrella,2013-02-12,7.6,494,7.505
1211,13413,BURN·E,2008-11-17,7.6,661,8.993
1212,13396,The Snowman,1982-12-26,7.6,258,9.968
1213,4550,Lady Vengeance,2005-07-29,7.6,1407,21.994
1214,768362,Missing,2023-01-19,7.6,446,46.549
1215,966220,Sniper: The White Raven,2022-05-03,7.6,385,144.8
1216,575604,The Call,2020-11-27,7.6,648,16.302
1217,475888,Tell It to the Bees,2019-05-03,7.6,356,12.223
1218,11046,Where Eagles Dare,1968-12-04,7.6,757,20.939
1219,780382,The Wolf and the Lion,2021-10-13,7.6,347,16.295
1220,608317,Hidden Away,2020-02-27,7.6,208,4.524
1221,3558,"Girl, Interrupted",1999-12-21,7.6,3349,20.083
1222,2013,The Diving Bell and the Butterfly,2007-05-23,7.6,1040,10.002
1223,809107,Z-O-M-B-I-E-S 3,2022-07-09,7.6,333,25.222
1224,416144,Hotel Mumbai,2019-03-14,7.6,1344,12.938
1225,13562,My Man Godfrey,1936-09-02,7.6,289,9.984
1226,3133,Badlands,1973-10-15,7.6,1018,12.676
1227,1579,Apocalypto,2006-12-07,7.6,4896,52.031
1228,109424,Captain Phillips,2013-10-10,7.6,6281,19.174
1229,967,Spartacus,1960-10-13,7.6,1876,32.278
1230,607259,Fatherhood,2021-06-18,7.6,1186,61.796
1231,12498,Sling Blade,1996-08-30,7.6,671,11.05
1232,11782,Hard Boiled,1992-04-16,7.6,662,19.04
1233,782,Gattaca,1997-09-07,7.6,5632,29.362
1234,16958,The Asphalt Jungle,1950-05-12,7.6,402,8.16
1235,10971,A Night to Remember,1958-07-03,7.6,206,11.204
1236,1954,The Butterfly Effect,2004-01-17,7.6,6713,37.032
1237,588228,The Tomorrow War,2021-09-03,7.5,2558,79.614
1238,544510,"Cyrano, My Love",2018-11-10,7.6,437,7.722
1239,315846,Our Little Sister,2015-06-13,7.6,393,12.358
1240,15014,Bianca,1984-02-23,7.6,332,6.75
1241,11688,The Emperor's New Groove,2000-12-15,7.5,5947,68.49
1242,4638,Hot Fuzz,2007-02-14,7.5,6761,20.588
1243,851303,Waiting for Bojangles,2021-10-13,7.5,240,11.343
1244,491418,Instant Family,2018-11-16,7.5,2593,17.25
1245,308369,Me and Earl and the Dying Girl,2015-06-12,7.5,2367,13.268
1246,10161,My Left Foot: The Story of Christy Brown,1989-04-07,7.5,793,12.29
1247,783,Gandhi,1982-11-30,7.5,2055,12.124
1248,319,True Romance,1993-09-09,7.5,2371,21.884
1249,9516,Menace II Society,1993-05-26,7.5,656,16.163
1250,42987,The Servant,1963-11-14,7.5,277,7.057
1251,9040,Serpico,1973-12-18,7.5,1662,16.749
1252,11113,My Fair Lady,1964-10-21,7.5,1131,14.507
1253,921655,Rescued by Ruby,2022-03-17,7.5,242,11.346
1254,256040,Bāhubali: The Beginning,2015-07-10,7.5,664,20.064
1255,15999,Vampire Hunter D: Bloodlust,2000-08-25,7.5,502,16.56
1256,1600,The Double Life of Véronique,1991-05-15,7.5,655,11.803
1257,25468,My Dinner with Andre,1981-10-11,7.5,301,19.127
1258,736069,Justice Society: World War II,2021-04-27,7.5,476,24.494
